Provincia,Localidad,Municipio,Departamento,Latitud,Longitud
Catamarca,LA MESADA,Aconquija,Andalgalá,-27.4511959792163,-66.0199688270559
Catamarca,EL POTRERO,Andalgalá,Andalgalá,-27.5162322380357,-66.3434280762552
Catamarca,LA AGUADA,Andalgalá,Andalgalá,-27.534089032104,-66.3117750484602
Catamarca,ANTOFAGASTA DE LA SIERRA,Antofagasta de la Sierra,Antofagasta de la Sierra,-26.0632957365737,-67.4116706391736
Catamarca,ANTOFALLA,Antofagasta de la Sierra,Antofagasta de la Sierra,-25.445326397371,-67.6583954684648
Catamarca,EL PEÑON,Antofagasta de la Sierra,Antofagasta de la Sierra,-26.4377795455164,-67.2590953594946
Catamarca,LOS NACIMIENTOS,Antofagasta de la Sierra,Antofagasta de la Sierra,-25.7592665755338,-67.3912671398198
Catamarca,BARRANCA LARGA,Villa Vil,Belén,-26.9366725902001,-66.7473736733687
Catamarca,BELEN,Belén,Belén,-27.6337582271366,-67.0181224346383
Catamarca,CONDOR HUASI,Pozo de Piedra,Belén,-27.4800253698881,-67.1034365555174
Catamarca,CORRAL QUEMADO,Corral Quemado,Belén,-27.1458266170631,-66.9418772140389
Catamarca,EL DURAZNO,Puerta de Corral Quemado,Belén,-27.2352160693093,-67.0644302349354
Catamarca,FARALLON NEGRO,Hualfín,Belén,-27.297991160481,-66.6526535881206
Catamarca,HUALFIN,Hualfín,Belén,-27.2251089488391,-66.8257494663378
Catamarca,JACIPUNCO,Puerta de Corral Quemado,Belén,-27.2232502935304,-67.0189560597067
Catamarca,LA PUNTILLA,Belén,Belén,-27.6687999477098,-66.9831854181017
Catamarca,LAS JUNTAS,Pozo de Piedra,Belén,-27.5255267279244,-67.1230327103174
Catamarca,LONDRES,Londres,Belén,-27.7091441699136,-67.1521288574758
Catamarca,LOS NACIMIENTOS,Hualfín,Belén,-27.1276313861506,-66.7125336324121
Catamarca,PUERTA DE CORRAL QUEMADO,Puerta de Corral Quemado,Belén,-27.2142919344438,-66.9263178640934
Catamarca,PUERTA DE SAN JOSE,Puerta de San José,Belén,-27.5397412070942,-67.0153310519752
Catamarca,VILLA VIL,Villa Vil,Belén,-27.0710806751114,-66.8307696967369
Catamarca,ADOLFO E. CARRANZA,Capayán,Capayán,-29.0269775235925,-65.9719315369666
Catamarca,BALDE DE LA PUNTA,Capayán,Capayán,-29.5589484234071,-65.5807240749041
Catamarca,CAPAYAN,Capayán,Capayán,-28.7807106449765,-66.0386455444458
Catamarca,CHUMBICHA,Capayán,Capayán,-28.8475652676601,-66.2413567840968
Catamarca,COLONIA DEL VALLE,Huillapima,Capayán,-28.6659572317315,-65.8752053335172
Catamarca,COLONIA NUEVA CONETA,Huillapima,Capayán,-28.5859218596167,-65.8384330489801
Catamarca,CONCEPCION,Capayán,Capayán,-28.7027878127673,-66.0684404425234
Catamarca,CONETA,Huillapima,Capayán,-28.5824940471212,-65.8832899522771
Catamarca,EL BAÑADO,Huillapima,Capayán,-28.6492910442287,-65.8184083876597
Catamarca,HUILLAPIMA,Huillapima,Capayán,-28.7326533523263,-65.9692671337206
Catamarca,LOS ANGELES,Huillapima,Capayán,-28.4757282890296,-65.9584714095267
Catamarca,LOS ANGELES NORTE,Huillapima,Capayán,-28.4130524181894,-65.9974963114274
Catamarca,LOS ANGELES SUR,Huillapima,Capayán,-28.5096259939006,-66.0134501995358
Catamarca,MIRAFLORES,Huillapima,Capayán,-28.61156437771,-65.9045510608673
Catamarca,SAN MARTIN,Capayán,Capayán,-29.2514238184412,-65.7966971627176
Catamarca,SAN PABLO,Huillapima,Capayán,-28.7185211619112,-66.0406031753627
Catamarca,SAN PEDRO,Capayán,Capayán,-28.7717177596284,-66.1240600986815
Catamarca,EL PANTANILLO,San Fernando del Valle de Catamarca,Capital,-28.5416893432334,-65.8026632730873
Catamarca,SAN FERNANDO DEL VALLE DE CATAMARCA,San Fernando del Valle de Catamarca,Capital,-28.4846581947085,-65.7867892937631
Catamarca,EL ALTO,El Alto,El Alto,-28.3027477561138,-65.3693767192491
Catamarca,GUAYAMBA,El Alto,El Alto,-28.3441266642037,-65.4127476684157
Catamarca,INFANZON,El Alto,El Alto,-28.5973244077887,-65.4116602658918
Catamarca,LOS CORRALES,El Alto,El Alto,-28.5108290239161,-65.3308772218931
Catamarca,TAPSO,Tapso,El Alto,-28.4159041977159,-65.1086409589416
Catamarca,VILISMAN,El Alto,El Alto,-28.5021133153073,-65.4385489995235
Catamarca,COLLAGASTA,Fray Mamerto Esquiú,Fray Mamerto Esquiú,-28.3616776397898,-65.7282690165025
Catamarca,POMANCILLO ESTE,Fray Mamerto Esquiú,Fray Mamerto Esquiú,-28.3087173740113,-65.7222098439933
Catamarca,POMANCILLO OESTE,Fray Mamerto Esquiú,Fray Mamerto Esquiú,-28.3178432457188,-65.7423447192215
Catamarca,EL HUECO,Fray Mamerto Esquiú,Fray Mamerto Esquiú,-28.4127884506849,-65.7175369854892
Catamarca,LA CARRERA,Fray Mamerto Esquiú,Fray Mamerto Esquiú,-28.3495576813874,-65.7091195877043
Catamarca,LA FALDA DE SAN ANTONIO,Fray Mamerto Esquiú,Fray Mamerto Esquiú,-28.4198487342191,-65.6988377960377
Catamarca,LA TERCENA,Fray Mamerto Esquiú,Fray Mamerto Esquiú,-28.3734473479931,-65.7081292515981
Catamarca,SAN ANTONIO,Fray Mamerto Esquiú,Fray Mamerto Esquiú,-28.4237766788262,-65.7062134320732
Catamarca,SAN JOSE,Fray Mamerto Esquiú,Fray Mamerto Esquiú,-28.3887321458271,-65.7062701247999
Catamarca,VILLA LAS PIRQUITAS,Fray Mamerto Esquiú,Fray Mamerto Esquiú,-28.2754665210832,-65.733431477509
Catamarca,CASA DE PIEDRA,Recreo,La Paz,-29.649289010725,-65.5171151597056
Catamarca,EL AYBAL,Recreo,La Paz,-29.1066140404485,-65.339695207396
Catamarca,EL BAÑADO,Recreo,La Paz,-29.1832354089391,-65.4161459216901
Catamarca,EL DIVISADERO,Recreo,La Paz,-29.193718415728,-65.4233403523442
Catamarca,EL QUIMILO,Recreo,La Paz,-29.9534214435134,-65.3926406151323
Catamarca,ESQUIU,Recreo,La Paz,-29.3790661944991,-65.2898287859815
Catamarca,ICAÑO,Icaño,La Paz,-28.9308886124085,-65.2902158081112
Catamarca,LA DORADA,Recreo,La Paz,-29.2804387843954,-65.4766321943102
Catamarca,LA GUARDIA,Recreo,La Paz,-29.5496731497758,-65.4504857993817
Catamarca,LAS ESQUINAS,Icaño,La Paz,-28.7644628061471,-65.1120210167305
Catamarca,LAS PALMITAS,null,La Paz,-28.6402396947153,-64.9870716926629
Catamarca,QUIROS,Icaño,La Paz,-28.7883056058069,-65.1007302335708
Catamarca,RAMBLONES,Recreo,La Paz,-29.1582844511715,-65.374945475853
Catamarca,RECREO,Recreo,La Paz,-29.2768611237227,-65.0565641552447
Catamarca,SAN ANTONIO,Icaño,La Paz,-28.9331053161662,-65.0949655869377
Catamarca,AMADORES,Paclín,Paclín,-28.2680363798746,-65.6462108146466
Catamarca,EL ROSARIO,Paclín,Paclín,-27.9877541032226,-65.688606939529
Catamarca,LA BAJADA,Paclín,Paclín,-28.3920524907261,-65.6282649899935
Catamarca,LA HIGUERA,Paclín,Paclín,-27.9352828616507,-65.699367489363
Catamarca,LA MERCED,Paclín,Paclín,-28.1537649054231,-65.6696062414473
Catamarca,LA VIÑA,Paclín,Paclín,-28.044445782746,-65.6079383578395
Catamarca,LAS LAJAS,Paclín,Paclín,-27.826913357423,-65.7401079267206
Catamarca,MONTE POTRERO,Paclín,Paclín,-28.19124607288,-65.670675013192
Catamarca,PALO LABRADO,Paclín,Paclín,-28.3360934480518,-65.6274299147885
Catamarca,SAN ANTONIO,Paclín,Paclín,-28.0073083693979,-65.726850392729
Catamarca,VILLA DE BALCOZNA,Paclín,Paclín,-27.87835755933,-65.7190758944755
Catamarca,APOYACO,Mutquín,Pomán,-28.3006337911705,-66.1659791753183
Catamarca,COLANA,Mutquín,Pomán,-28.3432877302321,-66.1222559102194
Catamarca,COLPES,Saujil,Pomán,-28.0606503909839,-66.2065039006705
Catamarca,EL PAJONAL,Pomán,Pomán,-28.3773148491306,-66.3017092655099
Catamarca,JOYANGO,Saujil,Pomán,-28.0731019653889,-66.1435569766782
Catamarca,MUTQUIN,Mutquín,Pomán,-28.3178455729042,-66.1420642866296
Catamarca,POMAN,Pomán,Pomán,-28.3927801149204,-66.2220823999264
Catamarca,RINCON,Saujil,Pomán,-28.2022631098292,-66.148799132888
Catamarca,SAN MIGUEL,Saujil,Pomán,-28.1297413013666,-66.2019565174868
Catamarca,SAUJIL,Saujil,Pomán,-28.173337080009,-66.2145148644181
Catamarca,SIJAN,Saujil,Pomán,-28.2623558875079,-66.2209299175292
Catamarca,ANDALHUALA,San José,Santa María,-26.8479427341705,-66.0244068592756
Catamarca,CASPICHANGO,Santa María,Santa María,-26.6859290047178,-65.970794986953
Catamarca,CHAÑAR PUNCO,San José,Santa María,-26.7588342868363,-66.0493067195716
Catamarca,LAMPACITO,Santa María,Santa María,-26.7265981975072,-66.0436979128184
Catamarca,MEDANITOS,San José,Santa María,-26.7588342868363,-66.0493067195716
Catamarca,EL CAJON,Santa María,Santa María,-26.3955476915097,-66.2641930164042
Catamarca,EL DESMONTE,San José,Santa María,-26.9077168676094,-66.020423153794
Catamarca,EL PUESTO,Santa María,Santa María,-26.6307679478768,-66.0140418967533
Catamarca,FAMATANCA,San José,Santa María,-26.8101195558413,-66.0595221384282
Catamarca,SAN JOSE BANDA,San José,Santa María,-26.8101195558413,-66.0595221384282
Catamarca,FUERTE QUEMADO,Santa María,Santa María,-26.6304336405934,-66.0644373734469
Catamarca,LA HOYADA,San José,Santa María,-26.5189083514476,-66.3686109740362
Catamarca,LA LOMA,San José,Santa María,-26.7574990827117,-66.0331064865258
Catamarca,EL CERRITO,Santa María,Santa María,-26.6988604981977,-66.0387334407325
Catamarca,LAS MOJARRAS,Santa María,Santa María,-26.6988604981977,-66.0387334407325
Catamarca,LORO HUASI,Santa María,Santa María,-26.7361383729613,-66.0217845814201
Catamarca,PUNTA DE BALASTO,San José,Santa María,-26.9300943985158,-66.1487294264287
Catamarca,CASA DE PIEDRA,San José,Santa María,-26.8274550484771,-66.0506274507575
Catamarca,LA PUNTILLA,San José,Santa María,-26.8274550484771,-66.0506274507575
Catamarca,PALO SECO,San José,Santa María,-26.8274550484771,-66.0506274507575
Catamarca,SAN JOSE NORTE,San José,Santa María,-26.7745985033315,-66.0362576892132
Catamarca,SAN JOSE VILLA,San José,Santa María,-26.7919331343022,-66.0378776334838
Catamarca,SANTA MARIA,Santa María,Santa María,-26.6891167120231,-66.018884441311
Catamarca,YAPES,San José,Santa María,-26.8289862929732,-66.0179166770413
Catamarca,ALIJILAN,Los Altos,Santa Rosa,-28.1771812692249,-65.4915924205872
Catamarca,BAÑADO DE OVANTA,Santa Rosa,Santa Rosa,-28.1034003361447,-65.3076846046355
Catamarca,LAS CAÑAS,Santa Rosa,Santa Rosa,-28.2098696025062,-65.2230167049514
Catamarca,LAVALLE,Santa Rosa,Santa Rosa,-28.1946338127178,-65.1137806266473
Catamarca,LOS ALTOS,Los Altos,Santa Rosa,-28.0488590493489,-65.4973640431533
Catamarca,MANANTIALES,Los Altos,Santa Rosa,-28.1469656455994,-65.5073235747446
Catamarca,SAN PEDRO,Santa Rosa,Santa Rosa,-27.9608485883022,-65.1680076958397
Catamarca,ANILLACO,Tinogasta,Tinogasta,-27.9001528461069,-67.6142838741591
Catamarca,ANTINACO,Fiambalá,Tinogasta,-27.231445564254,-67.6080549409746
Catamarca,BANDA DE LUCERO,Tinogasta,Tinogasta,-28.0687850626962,-67.50770242056
Catamarca,CERRO NEGRO,Tinogasta,Tinogasta,-28.2432405441597,-67.144273179127
Catamarca,COPACABANA,Tinogasta,Tinogasta,-28.1243914662106,-67.4981013989976
Catamarca,LA PUNTILLA,Tinogasta,Tinogasta,-28.1243914662106,-67.4981013989976
Catamarca,CORDOBITA,Tinogasta,Tinogasta,-28.2979798704965,-67.1670904449903
Catamarca,COSTA DE REYES,Tinogasta,Tinogasta,-28.294959923009,-67.702902490024
Catamarca,EL PUEBLITO,Tinogasta,Tinogasta,-28.2888183254668,-67.1234522983543
Catamarca,EL PUESTO,Tinogasta,Tinogasta,-27.9267621470675,-67.6304002049274
Catamarca,EL SALADO,Tinogasta,Tinogasta,-28.3120206339513,-67.250879321266
Catamarca,FIAMBALA,Fiambalá,Tinogasta,-27.69316213413,-67.608574901701
Catamarca,LA RAMADITA,Fiambalá,Tinogasta,-27.6442427673373,-67.6139458012753
Catamarca,PAMPA BLANCA,Fiambalá,Tinogasta,-27.6354340349652,-67.6168389660358
Catamarca,LOS BALVERDIS,Tinogasta,Tinogasta,-28.2769854029709,-67.1074444099184
Catamarca,MEDANITOS,Fiambalá,Tinogasta,-27.5239130706008,-67.5891477326484
Catamarca,PALO BLANCO,Fiambalá,Tinogasta,-27.3395852802531,-67.7592295432626
Catamarca,PUNTA DEL AGUA,Fiambalá,Tinogasta,-27.2106668219369,-67.7317928557182
Catamarca,SAUJIL,Fiambalá,Tinogasta,-27.5632127581426,-67.6355130611556
Catamarca,TATON,Fiambalá,Tinogasta,-27.3270122428844,-67.4747701838904
Catamarca,TINOGASTA,Tinogasta,Tinogasta,-28.0637510698675,-67.5802695760226
Catamarca,EL PORTEZUELO,Valle Viejo,Valle Viejo,-28.4818680419511,-65.6351326652418
Catamarca,HUAYCAMA,Valle Viejo,Valle Viejo,-28.5334483576648,-65.6821279512165
Catamarca,LAS TEJAS,Valle Viejo,Valle Viejo,-28.6468889609952,-65.7889935499028
Catamarca,EL BAÑADO,Valle Viejo,Valle Viejo,-28.4594352492075,-65.7113717209433
Catamarca,POLCOS,Valle Viejo,Valle Viejo,-28.4333815878035,-65.7202973350365
Catamarca,POZO DEL MISTOL,Valle Viejo,Valle Viejo,-28.4689789857859,-65.7195047318519
Catamarca,SAN ISIDRO,Valle Viejo,Valle Viejo,-28.4583109666735,-65.726757673457
Catamarca,SANTA ROSA,Valle Viejo,Valle Viejo,-28.447802287271,-65.7055328995515
Catamarca,SUMALAO,Valle Viejo,Valle Viejo,-28.4746455518307,-65.7433480027028
Catamarca,VILLA DOLORES,Valle Viejo,Valle Viejo,-28.4434739220039,-65.7215360640125
Catamarca,SANTA CRUZ,Valle Viejo,Valle Viejo,-28.4928946549812,-65.6744465587279
Córdoba,AMBOY,Amboy,Calamuchita,-32.1759165218621,-64.5765483175138
Córdoba,ARROYO SAN ANTONIO,null,Calamuchita,-32.26205146004,-64.5937253212731
Córdoba,CAÑADA DEL SAUCE,Cañada del Sauce,Calamuchita,-32.3679991604313,-64.6425223427633
Córdoba,CAPILLA VIEJA,Villa General Belgrano,Calamuchita,-31.942027416529,-64.6165406145348
Córdoba,EL CORCOVADO - EL TORREON,Villa Rumipal,Calamuchita,-32.149759071844,-64.5015914694579
Córdoba,EL DURAZNO,Villa Yacanto,Calamuchita,-32.1695656120552,-64.7747710529989
Córdoba,EMBALSE,Embalse,Calamuchita,-32.2065076875762,-64.4006226825819
Córdoba,LA CRUZ,La Cruz,Calamuchita,-32.3034055718452,-64.4831089740345
Córdoba,LA CUMBRECITA,La Cumbrecita,Calamuchita,-31.8969643877578,-64.7751589433589
Córdoba,LAS BAJADAS,Las Bajadas,Calamuchita,-32.0954063583092,-64.3310535546374
Córdoba,LAS CALERAS,Las Caleras,Calamuchita,-32.3893612457104,-64.5185923418535
Córdoba,LOS CONDORES,Los Cóndores,Calamuchita,-32.3211277679392,-64.2810080327514
Córdoba,LOS MOLINOS,Los Molinos,Calamuchita,-31.8568223164309,-64.3779521586489
Córdoba,LOS MOLINOS,Los Molinos,Calamuchita,-31.8582901636165,-64.3750577906576
Córdoba,VILLA SAN MIGUEL,Los Molinos,Calamuchita,-31.8582901636165,-64.3750577906576
Córdoba,LOS REARTES,Los Reartes,Calamuchita,-31.919856077953,-64.5755037073336
Córdoba,LUTTI,Lutti,Calamuchita,-32.2989441032587,-64.7254379234594
Córdoba,PARQUE CALMAYO,Calmayo,Calamuchita,-32.0237443074993,-64.4641636844138
Córdoba,RIO DE LOS SAUCES,Río de los Sauces,Calamuchita,-32.5265595269976,-64.5869530802431
Córdoba,SAN AGUSTIN,San Agustín,Calamuchita,-31.9763155149128,-64.3733067164283
Córdoba,SAN IGNACIO (LOTEO SAN JAVIER),San Ignacio,Calamuchita,-32.1667856733263,-64.516397206098
Córdoba,SANTA ROSA DE CALAMUCHITA,Santa Rosa de Calamuchita,Calamuchita,-32.0700578177618,-64.537633731877
Córdoba,SANTA MONICA,Santa Rosa de Calamuchita,Calamuchita,-32.0665951444652,-64.5791018557419
Córdoba,SANTA ROSA DE CALAMUCHITA,Santa Rosa de Calamuchita,Calamuchita,-32.0731573746398,-64.5447323761644
Córdoba,SAN IGNACIO (LOTEO VELEZ CRESPO),Santa Rosa de Calamuchita,Calamuchita,-32.0994512671733,-64.5337591760097
Córdoba,SEGUNDA USINA,Segunda Usina,Calamuchita,-32.1650425977053,-64.3784225873001
Córdoba,SOLAR DE LOS MOLINOS,Villa Ciudad Parque los Reartes,Calamuchita,-31.8262216703829,-64.5197802668561
Córdoba,VILLA ALPINA,null,Calamuchita,-31.9532611007669,-64.8132541353652
Córdoba,VILLA AMANCAY,Villa Amancay,Calamuchita,-32.1863928332037,-64.570452981186
Córdoba,VILLA BERNA,La Cumbrecita,Calamuchita,-31.9052382568315,-64.7428823583405
Córdoba,VILLA CIUDAD PARQUE LOS REARTES (1a.SECC,Villa Ciudad Parque los Reartes,Calamuchita,-31.9118704947274,-64.5279613493097
Córdoba,VILLA CIUDAD PARQUE LOS REARTES,Villa Ciudad Parque los Reartes,Calamuchita,-31.9091576117526,-64.5456887371347
Córdoba,VILLA CIUDAD PARQUES LOS REARTES (1° SECCION),Villa Ciudad Parque los Reartes,Calamuchita,-31.9091576117526,-64.5456887371347
Córdoba,VILLA CIUDAD PARQUE LOS REARTES (3° SECCION),Villa Ciudad Parque los Reartes,Calamuchita,-31.9091576117526,-64.5456887371347
Córdoba,VILLA DEL DIQUE,Villa del Dique,Calamuchita,-32.1696837164743,-64.4567952849232
Córdoba,VILLA EL TALA,null,Calamuchita,-32.2542673612565,-64.5850039184628
Córdoba,VILLA GENERAL BELGRANO,Villa General Belgrano,Calamuchita,-31.9808236449718,-64.5606191505919
Córdoba,VILLA LA RIVERA,Villa Quillinzo,Calamuchita,-32.2667329359208,-64.5204928765463
Córdoba,VILLA QUILLINZO,Villa Quillinzo,Calamuchita,-32.2384365356542,-64.5210498971139
Córdoba,VILLA RUMIPAL,Villa Rumipal,Calamuchita,-32.1893813417324,-64.4792063354191
Córdoba,VILLA YACANTO,Villa Yacanto,Calamuchita,-32.1037825310006,-64.7541028295247
Córdoba,CORDOBA,Córdoba,Capital,-31.4138166206931,-64.1833384346292
Córdoba,JARDIN ARENALES,Córdoba,Capital,-31.3686406343815,-64.0603031964104
Córdoba,LA FLORESTA,Córdoba,Capital,-31.3961494977945,-64.0609143527134
Córdoba,CORDOBA,Córdoba,Capital,-31.4177432635316,-64.189601351685
Córdoba,AGUA DE ORO,Agua de Oro,Colón,-31.058228127494,-64.2955793576311
Córdoba,ASCOCHINGA,La Granja,Colón,-30.9594645513035,-64.2754165610863
Córdoba,BARRIO NUEVO RIO CEBALLOS,Río Ceballos,Colón,-31.1980230004722,-64.2887924252949
Córdoba,CANTERAS EL SAUCE,El Manzano,Colón,-31.0864140054075,-64.3145341004157
Córdoba,CASA BAMBA,La Calera,Colón,-31.3429017095306,-64.3992718801553
Córdoba,COLONIA CAROYA,Colonia Caroya,Colón,-31.0172322466264,-64.066728610829
Córdoba,COLONIA TIROLESA,Colonia Tirolesa,Colón,-31.2357859283773,-64.0672541009396
Córdoba,COLONIA VICENTE AGUERO,Colonia Vicente Agüero,Colón,-31.0277849308523,-64.019045653731
Córdoba,VILLA CORAZON DE MARIA,Malvinas Argentinas,Colón,-31.4435294401245,-63.9963793951592
Córdoba,CORRAL QUEMADO,null,Colón,-30.9890353478112,-64.3778448899044
Córdoba,COUNTRY CHACRAS DE LA VILLA - COUNTRY SA,Villa Allende,Colón,-31.3015080091569,-64.2382229714889
Córdoba,COUNTRY CHACRAS DE LA VILLA,Villa Allende,Colón,-31.2982310728982,-64.2371416516445
Córdoba,COUNTRY SAN ISIDRO,Villa Allende,Colón,-31.3055336354525,-64.2480169288216
Córdoba,EL MANZANO,El Manzano,Colón,-31.0817617139175,-64.2998324164847
Córdoba,ESTACION COLONIA TIROLESA,Colonia Tirolesa,Colón,-31.2735550500587,-64.0150545730464
Córdoba,GENERAL PAZ,Estación General Paz,Colón,-31.1341189126982,-64.1410056588479
Córdoba,JESUS MARIA,Jesús María,Colón,-30.9811937384049,-64.095771286873
Córdoba,LA CALERA,La Calera,Colón,-31.3441541784042,-64.3368093736089
Córdoba,DUMESNIL,La Calera,Colón,-31.3321162961153,-64.3336598560636
Córdoba,LA CALERA,La Calera,Colón,-31.3430963762885,-64.3302275470709
Córdoba,EL DIQUECITO,La Calera,Colón,-31.3589143636745,-64.3650932467319
Córdoba,LA GRANJA,La Granja,Colón,-31.0054374122172,-64.2616783510445
Córdoba,LA MORADA,Villa Allende,Colón,-31.3050726647191,-64.2625844071662
Córdoba,LA PUERTA,Colonia Tirolesa,Colón,-31.1419300602666,-64.0402188172603
Córdoba,LAS CORZUELAS,Unquillo,Colón,-31.240896079449,-64.2618872007094
Córdoba,LOS MOLLES,La Granja,Colón,-31.0167070305726,-64.225388080483
Córdoba,MALVINAS ARGENTINAS,Malvinas Argentinas,Colón,-31.3677025435362,-64.0503196448495
Córdoba,MENDIOLAZA,Mendiolaza,Colón,-31.2634679794013,-64.3038336466706
Córdoba,MI GRANJA,Mi Granja,Colón,-31.3501106609981,-63.9996450992295
Córdoba,PAJAS BLANCAS,Río Ceballos,Colón,-31.2146356684786,-64.2768259906649
Córdoba,RIO CEBALLOS,Río Ceballos,Colón,-31.1748535571499,-64.3096761754849
Córdoba,SALDAN,Saldán,Colón,-31.3142696814132,-64.3129043036137
Córdoba,SALSIPUEDES,Salsipuedes,Colón,-31.1388344121698,-64.2906610433299
Córdoba,EL PUEBLITO,Salsipuedes,Colón,-31.1065564116392,-64.2971945109864
Córdoba,SALSIPUEDES,Salsipuedes,Colón,-31.1349269310989,-64.2873331074367
Córdoba,SANTA ELENA,Colonia Tirolesa,Colón,-31.2593058004875,-64.0753189644633
Córdoba,TINOCO,Tinoco,Colón,-31.1238790204144,-63.8923777817115
Córdoba,UNQUILLO,Unquillo,Colón,-31.2319725034056,-64.3177425598673
Córdoba,VILLA ALLENDE,Villa Allende,Colón,-31.2922067561376,-64.2950077746202
Córdoba,VILLA CERRO AZUL,Villa Cerro Azul,Colón,-31.0702139869894,-64.3197333591217
Córdoba,VILLA EL FACHINAL - PARQUE NORTE - GUIÑA,Córdoba,Colón,-31.3101307241869,-64.1805270805742
Córdoba,GUIÑAZU NORTE,Estación Juárez Celman,Colón,-31.3067152892491,-64.1703253616993
Córdoba,PARQUE NORTE,Estación Juárez Celman,Colón,-31.3000754366056,-64.1767428650772
Córdoba,1 DE AGOSTO,Estación Juárez Celman,Colón,-31.306907347736,-64.1785314598263
Córdoba,ALMIRANTE BROWN,Estación Juárez Celman,Colón,-31.3075672143524,-64.1814827461648
Córdoba,CIUDAD DE LOS NIÑOS,Estación Juárez Celman,Colón,-31.2957196524063,-64.1768685276575
Córdoba,VILLA PASTORA,Estación Juárez Celman,Colón,-31.306907347736,-64.1785314598263
Córdoba,VILLA LOS LLANOS,Estación Juárez Celman,Colón,-31.2742571242585,-64.1641142793009
Córdoba,JUAREZ CELMAN,Estación Juárez Celman,Colón,-31.2570227263756,-64.1651661967333
Córdoba,VILLA LOS LLANOS,Estación Juárez Celman,Colón,-31.2757010937435,-64.1626835394284
Córdoba,ALTO DE LOS QUEBRACHOS,Alto de los Quebrachos,Cruz del Eje,-30.5409658147192,-65.0384387721916
Córdoba,BAÑADO DE SOTO,Bañado de Soto,Cruz del Eje,-30.8044357869451,-65.0436620185917
Córdoba,CANTERAS QUILPO,null,Cruz del Eje,-30.8666932853441,-64.6829010647536
Córdoba,CRUZ DE CAÑA,Cruz de Caña,Cruz del Eje,-31.0662466251544,-64.9425321672363
Córdoba,CRUZ DEL EJE,Cruz del Eje,Cruz del Eje,-30.7218592173102,-64.8077377312137
Córdoba,EL BRETE,El Brete,Cruz del Eje,-30.6722100581192,-64.8699070292303
Córdoba,EL RINCON,null,Cruz del Eje,-30.7397207125925,-64.6484924752741
Córdoba,GUANACO MUERTO,Guanaco Muerto,Cruz del Eje,-30.4794131800612,-65.0597627738017
Córdoba,LA BANDA,San Marcos Sierras,Cruz del Eje,-30.7628592235779,-64.6459839334075
Córdoba,LA BATEA,null,Cruz del Eje,-30.4417646532675,-65.4238386532105
Córdoba,LA HIGUERA,La Higuera,Cruz del Eje,-31.0139548417914,-65.1020313666951
Córdoba,LAS CAÑADAS,null,Cruz del Eje,-30.9332479488458,-64.7189758691612
Córdoba,LAS PLAYAS,Las Playas,Cruz del Eje,-30.6895900139602,-64.8508831281017
Córdoba,LOS CHAÑARITOS,Los Chañaritos,Cruz del Eje,-30.5724823864554,-64.9410778222467
Córdoba,MEDIA NARANJA,Media Naranja,Cruz del Eje,-30.6233104657952,-64.9515406139404
Córdoba,PASO VIEJO,null,Cruz del Eje,-30.7686835768001,-65.1864700189142
Córdoba,SAN MARCOS SIERRA,San Marcos Sierras,Cruz del Eje,-30.7803420622583,-64.6468515131076
Córdoba,SERREZUELA,Serrezuela,Cruz del Eje,-30.6392026300348,-65.3813009621884
Córdoba,TUCLAME,Tuclame,Cruz del Eje,-30.7485284753417,-65.2375410689391
Córdoba,VILLA DE SOTO,Villa de Soto,Cruz del Eje,-30.852977256889,-64.9924997261449
Córdoba,DEL CAMPILLO,Del Campillo,General Roca,-34.3760847098309,-64.4945399243505
Córdoba,ESTACION LECUEDER,null,General Roca,-34.4964110409998,-64.8094621973323
Córdoba,HIPOLITO BOUCHARD,Buchardo,General Roca,-34.7223142041085,-63.508013061936
Córdoba,HUINCA RENANCO,Huinca Renancó,General Roca,-34.8397251237332,-64.3724876795015
Córdoba,ITALO,Italó,General Roca,-34.7911820710534,-63.781208388865
Córdoba,MATTALDI,Mattaldi,General Roca,-34.4803867338234,-64.1695033049234
Córdoba,NICOLAS BRUZZONE,Nicolás Bruzzone,General Roca,-34.4382295005707,-64.3383707319069
Córdoba,ONAGOITY,Onagoity,General Roca,-34.7703021224105,-63.67032307176
Córdoba,PINCEN,Pincen,General Roca,-34.8379291437488,-63.9155804696192
Córdoba,RANQUELES,Ranqueles,General Roca,-34.8436937843761,-64.0987740916452
Córdoba,SANTA MAGDALENA,Jovita,General Roca,-34.514736598064,-63.941510935076
Córdoba,VILLA HUIDOBRO,Villa Huidobro,General Roca,-34.8371817717375,-64.5833571665395
Córdoba,VILLA SARMIENTO,Villa Sarmiento (S. A.),General Roca,-34.1216195744231,-64.7240499364674
Córdoba,VILLA VALERIA,Villa Valeria,General Roca,-34.3408530354994,-64.917844943457
Córdoba,ARROYO ALGODON,null,General San Martín,-32.2019665986816,-63.1627861860009
Córdoba,ARROYO CABRAL,Arroyo Cabral,General San Martín,-32.4889824965456,-63.4014794487713
Córdoba,AUSONIA,Ausonia,General San Martín,-32.6613825801545,-63.2447973807791
Córdoba,CHAZON,Chazón,General San Martín,-33.0772598274988,-63.275435286184
Córdoba,ETRURIA,Etruria,General San Martín,-32.9405157092885,-63.2472565147
Córdoba,LA LAGUNA,La Laguna,General San Martín,-32.8014149822474,-63.2440045658431
